lat,cdf
3.587,7.3604428749036e-08
3.599,2.9441771499614e-07
3.612,2.2081328624711e-06
3.624,1.2365544029838e-05
3.625,2.1124471050973e-05
3.637,0.00023192755498821
3.649,0.0010822795203258
3.65,0.0019218852390661
3.662,0.010778411732723
3.674,0.02942263434814
3.675,0.048130156772281
3.687,0.15007619162442
3.699,0.21477131950439
3.7,0.27940189630034
3.712,0.35920367074119
3.724,0.37758659763455
3.725,0.39600360337841
3.736,0.39600367698284
3.737,0.4229175779815
3.749,0.4408899393713
3.75,0.45886686423567
3.761,0.4588669378401
3.762,0.51286557571654
3.774,0.55198309100179
3.775,0.59094876035053
3.787,0.700964490353
3.799,0.76143398797848
3.8,0.82194323199549
3.811,0.82194330559992
3.812,0.89697727956412
3.824,0.91370425401948
3.825,0.93041459387395
3.837,0.94375259961642
3.849,0.94640257986467
3.85,0.94904453723019
3.862,0.95198510776314
3.874,0.95350187422637
3.875,0.95502003917375
3.887,0.95939523362745
3.899,0.96250538876424
3.9,0.96561208449288
3.912,0.97387079581624
3.924,0.97816289086988
3.925,0.98247625760343
3.937,0.98903235128096
3.949,0.99104624205597
3.95,0.99304077486621
3.962,0.9951355569084
3.974,0.99563481574861
3.975,0.99613665074382
3.987,0.99666969401682
3.999,0.99684766952554
4,0.99702086074638
4.012,0.99728598389874
4.024,0.99739432961786
4.025,0.99750157127054
4.037,0.99768433106713
4.049,0.99775771468259
4.05,0.99783095108919
4.062,0.99798250260799
4.074,0.99805286844187
4.075,0.99812433834219
4.087,0.99825321969693
4.099,0.99829583666117
4.1,0.99833852722985
4.112,0.99839564426656
4.124,0.99841500223132
4.125,0.99843575868023
4.137,0.99847388577432
4.149,0.99849007874864
4.15,0.99850663974511
4.162,0.99854064499119
4.174,0.99856279992425
4.175,0.9985839243953
4.187,0.99864177747629
4.199,0.99867305935851
4.2,0.99870831587988
4.212,0.99878641017879
4.224,0.99885456787981
4.225,0.99892044384354
4.237,0.99910548537741
4.249,0.99917371668286
4.25,0.99924408251675
4.262,0.99930443814832
4.274,0.99932247123337
4.275,0.99933947385641
4.287,0.99936449936218
4.299,0.99937296387149
4.3,0.99938363651366
4.312,0.99939747414626
4.324,0.99940498179799
4.325,0.9994134463073
4.337,0.99943015451262
4.349,0.99943869262636
4.35,0.99944804038881
4.362,0.99946114197713
4.374,0.99946717754029
4.375,0.99947306589459
4.387,0.99948167761275
4.399,0.99948579946076
4.4,0.99948918526448
4.412,0.99949720814722
4.424,0.99950162441294
4.425,0.99950618788752
4.437,0.99951413716583
4.449,0.99951663971641
4.45,0.99951973110241
4.462,0.99952525143457
4.474,0.99952856363386
4.475,0.99953136060215
4.487,0.99953827941846
4.499,0.99954218045318
4.5,0.99954519823476
4.512,0.99955071856692
4.524,0.99955432518392
4.525,0.99955793180093
4.537,0.99956367294638
4.549,0.99956624910138
4.55,0.99956801560767
4.562,0.99957596488598
4.574,0.99957854104098
4.575,0.99958148521813
4.587,0.99958737357243
4.599,0.99958987612301
4.6,0.9995921578603
4.612,0.99959929748989
4.624,0.99960246248033
4.625,0.99960533305305
4.637,0.99960997013206
4.649,0.99961247268264
4.65,0.99961490162879
4.662,0.9996200539388
4.674,0.99962174684066
4.675,0.99962351334695
4.687,0.99962785600824
4.699,0.99963094739425
4.7,0.99963411238469
4.712,0.99963970632127
4.724,0.99964213526742
4.725,0.99964456421357
4.737,0.99964861245715
4.749,0.9996505261723
4.75,0.99965243988745
4.762,0.99965759219746
4.774,0.99966031556132
4.775,0.99966318613404
4.787,0.99966855925734
4.799,0.99967179785221
4.8,0.99967466842493
4.812,0.99968011515266
4.824,0.99968217607666
4.825,0.99968386897852
4.837,0.99968784361768
4.849,0.99969012535497
4.85,0.99969233348783
4.862,0.99969571929155
4.874,0.99969689696241
4.875,0.99969807463327
4.887,0.99970065078828
4.899,0.99970190206357
4.9,0.99970337415214
4.912,0.99970690716472
4.924,0.99970904169316
4.925,0.99971080819945
4.937,0.99971537167403
4.949,0.9997168437626
4.95,0.99971809503789
4.962,0.9997206711929
4.974,0.99972140723718
4.975,0.99972214328147
4.987,0.99972405699662
4.999,0.99972486664534
5,0.99972560268962
5.012,0.99972736919591
5.024,0.99972854686677
5.025,0.99973001895535
5.037,0.99973517126536
5.049,0.9997378210248
5.05,0.99974002915766
5.062,0.99974326775252
5.074,0.99974429821453
5.075,0.99974540228096
5.087,0.99974694797396
