lat,cdf
3,2.0448998663658e-07
4,0.9098041701643
5,0.99919758129244
6,0.99958733920697
7,0.99966054662218
8,0.99968815277038
9,0.99971780381844
10,0.9997505222163
11,0.99977894632445
12,0.99980389410282
13,0.9998378394406
14,0.99986769497865
15,0.99989816398665
16,0.99992065788519
17,0.99993313177437
18,0.9999357901442
19,0.99993763055408
20,0.99994008443392
21,0.99994294729373
23,0.9999433562737
24,0.99994540117357
25,0.99994724158345
26,0.99994744607343
27,0.99994785505341
28,0.99995051342323
29,0.99995112689319
30,0.99995153587317
31,0.99995214934313
33,0.99995521669293
34,0.99995583016289
35,0.99995644363285
37,0.99995951098265
38,0.99995971547263
39,0.99996114690254
41,0.99996339629239
42,0.99996380527237
43,0.99996503221229
44,0.99996748609212
45,0.99996769058211
46,0.9999678950721
47,0.99996912201202
48,0.99997178038184
50,0.99997218936182
51,0.9999740297717
52,0.99997566569159
54,0.99997627916155
55,0.99997811957143
56,0.99997975549132
57,0.9999801644713
58,0.99998077794126
59,0.99998343631108
60,0.99998384529106
61,0.99998425427103
62,0.99998527672096
64,0.99998813958078
65,0.99998834407076
66,0.99998957101068
68,0.99999161591055
69,0.99999202489052
70,0.99999345632043
71,0.99999529673031
72,0.99999591020027
73,0.99999631918024
74,0.9999969326502
75,0.99999897755007
77,0.9999999
